point_id,latitude,longitude,dist_to_structure_m,structural_density,slope_deg,twi
P_040,-24.45,26.072222222222223,1145.013731409438,0.40097672002374674,3.41753184566837,5.006615865724031
P_041,-24.444444444444443,26.072222222222223,992.7202929924094,0.7398053170527282,4.803760790764016,6.616393826297432
P_042,-24.438888888888886,26.072222222222223,324.86557749282406,0.46682137892468345,8.261435818937084,7.491495142827793
P_043,-24.433333333333334,26.072222222222223,207.61616449637046,0.3018719695647388,2.4195038943179705,8.755054278948991
P_044,-24.427777777777777,26.072222222222223,713.4868256804147,0.8060773836775209,1.8609498037661363,6.322832987833024
P_045,-24.42222222222222,26.072222222222223,1411.9445349991574,0.4537028027355031,6.289451764364887,11.773176760749697
P_046,-24.416666666666664,26.072222222222223,518.3229445471944,0.17436127671355886,6.700165796603385,9.382607621579712
P_047,-24.41111111111111,26.072222222222223,54.407347582678085,0.748847724546799,4.105158147280558,10.508868637657017
P_048,-24.405555555555555,26.072222222222223,926.0460832759984,0.2887921954231877,7.708923662739165,9.968567362106533
P_049,-24.4,26.072222222222223,448.84208612182994,0.4943911322235427,5.592578782955757,9.450852227396954
P_050,-24.45,26.07777777777778,414.86916222110403,0.23481058017291556,5.586506590462996,6.545258731038625
P_051,-24.444444444444443,26.07777777777778,994.5361885220221,0.173132467883575,1.7590179609517178,9.28756876732075
P_052,-24.438888888888886,26.07777777777778,1616.536398020551,0.6485850480140167,0.6011968548914007,9.014350726865782
P_053,-24.433333333333334,26.07777777777778,350.92304641610247,0.5511664284507337,0.6111108775698006,4.018663931401988
P_054,-24.427777777777777,26.07777777777778,425.7427081690666,0.5009671392928372,6.650764575226198,8.776080999532223
P_055,-24.42222222222222,26.07777777777778,272.7610262355463,0.13387653749337974,4.857905640105184,8.823242826908533
P_056,-24.416666666666664,26.07777777777778,226.03176470654412,0.8357059395752854,5.948523276628964,10.296656023834517
P_057,-24.41111111111111,26.07777777777778,1254.5771407915056,0.5853946756525448,3.66915135060449,4.227250657926395
P_058,-24.405555555555555,26.07777777777778,1182.320193773387,0.7307698944756961,5.303674854263175,9.780790924919316
P_059,-24.4,26.07777777777778,1717.3506980887614,0.13265125077066592,0.7540166760562295,4.4810511584772135
P_060,-24.45,26.083333333333336,1374.8124077721059,0.8192099876643054,2.9075315681878537,6.469163615803008
P_061,-24.444444444444443,26.083333333333336,1536.2838027403197,0.5402118714299201,2.2713004728253896,11.991720810966713
P_062,-24.438888888888886,26.083333333333336,898.1449060105948,0.4852641020848102,0.9820243789162709,11.530978367235733
P_063,-24.433333333333334,26.083333333333336,1288.1620709995086,0.8567731728128042,2.4425669426958705,7.971062673994387
P_064,-24.427777777777777,26.083333333333336,1010.9840158644753,0.8014936390381089,5.949264256742389,8.37604579840742
P_065,-24.42222222222222,26.083333333333336,306.7245302600875,0.2490181665888767,2.227476508584912,11.63540641611182
P_066,-24.416666666666664,26.083333333333336,1290.765262361765,0.20186521844116864,0.6093642157965298,6.187722205124449
P_067,-24.41111111111111,26.083333333333336,1700.506380362975,0.40202312984240873,7.399793903240881,9.732025556306787
P_068,-24.405555555555555,26.083333333333336,1251.7003355782567,0.6502843452692548,1.4221138242307796,5.699165141754506
P_069,-24.4,26.083333333333336,1128.790540908821,0.11500480485224332,8.950075651522107,6.317352053931604
P_070,-24.45,26.08888888888889,1680.1924469135354,0.886355807177665,4.286557760343752,8.695012134277915
P_071,-24.444444444444443,26.08888888888889,504.3106053793733,0.14658078798960467,3.4639203239565135,4.431181306938264
P_072,-24.438888888888886,26.08888888888889,1224.1995331756923,0.2899046507262846,3.193520546301816,4.516846072788075
P_073,-24.433333333333334,26.08888888888889,142.77604041728242,0.7400362061947258,2.969090192573369,10.856353761167458
P_074,-24.427777777777777,26.08888888888889,396.1560820023054,0.3418315908237246,1.0692474706303416,6.998675916887353
P_075,-24.42222222222222,26.08888888888889,697.2382238934482,0.8775102260056002,6.81427923229938,11.575692680708494
P_076,-24.416666666666664,26.08888888888889,1458.7421711227307,0.38697718957146465,4.24530995240765,7.255942434528789
P_077,-24.41111111111111,26.08888888888889,562.3164162704294,0.8993110660943388,8.455720247000933,5.594937024602132
P_078,-24.405555555555555,26.08888888888889,1829.2318928634727,0.2650035153005671,7.7104264423320155,11.281036079806158
P_079,-24.4,26.08888888888889,414.6718352584149,0.716856004098451,4.160949011994349,4.597583762646893
P_080,-24.45,26.094444444444445,1651.8314520499441,0.1440152928198103,2.435918262227764,9.370726910243592
P_081,-24.444444444444443,26.094444444444445,967.5481232891975,0.8086214583531011,1.7932218369264414,11.111177374364775
P_082,-24.438888888888886,26.094444444444445,1705.170213436484,0.3354293608134936,6.703921992683855,4.577658164832899
P_083,-24.433333333333334,26.094444444444445,827.8114163690843,0.6515116996741063,5.497408086851258,7.822620433347915
P_084,-24.427777777777777,26.094444444444445,1009.9769779917742,0.6563598712592563,7.191149684747824,4.412856246882146
P_085,-24.42222222222222,26.094444444444445,1656.9047489114578,0.10862636338836965,3.456936814340519,5.682789748900835
P_086,-24.416666666666664,26.094444444444445,93.38549652399476,0.11625576483912825,3.7523649913129247,4.565096979436391
P_087,-24.41111111111111,26.094444444444445,1299.847163434287,0.7390259339302289,3.0934496340311877,9.956989195544555
P_088,-24.405555555555555,26.094444444444445,1486.9626783305253,0.3821125929079041,3.966781354793758,5.818933385118048
P_089,-24.4,26.094444444444445,780.4059782078456,0.755830149370827,0.7792318681604014,5.418997919477578
P_090,-24.45,26.1,1389.4577631699453,0.4106215737625748,0.532468114087455,5.844193704573894
P_091,-24.444444444444443,26.1,579.7275230307722,0.7191277009183152,6.461109723684558,4.3666953314718935
P_092,-24.438888888888886,26.1,155.84734190065092,0.1531008874573118,7.385864351040272,5.342111507022888
P_093,-24.433333333333334,26.1,597.5891746533568,0.355866478431881,6.916399133583459,7.339411404353491
P_094,-24.427777777777777,26.1,302.85951905173516,0.3497143169058015,5.597969039446827,11.487378685656772
P_095,-24.42222222222222,26.1,911.5236344438127,0.8703933231867859,8.433617676337434,8.403423250349036
P_096,-24.416666666666664,26.1,861.1289945394723,0.13853769546952438,0.9181965349617934,4.520600982265514
P_097,-24.41111111111111,26.1,431.4106651916767,0.28859730624814406,1.7881206268712,10.698544821445966
P_098,-24.405555555555555,26.1,1485.0182630895943,0.5409571006528819,4.184768361096861,4.126406747297974
P_099,-24.4,26.1,823.0562623980177,0.4533399126040897,1.8465858496436272,7.098633972728215
